dataset,file,uncertainty_bins,error_rate,expert_agreement
PV_in_HC,1444.tif,0.0,0.0004919722038575136,0.9979668593286714
PV_in_HC,1444.tif,0.04,0.1977961432506887,0.3856749311294766
PV_in_HC,1444.tif,0.08,0.2096069868995633,0.4017467248908297
PV_in_HC,1444.tif,0.12,0.2983050847457627,0.3601694915254237
PV_in_HC,1444.tif,0.16,0.23956043956043954,0.3956043956043956
PV_in_HC,1444.tif,0.2,0.29545454545454547,0.26515151515151514
PV_in_HC,1444.tif,0.24,0.3367521367521367,0.18803418803418803
PV_in_HC,1444.tif,0.28,0.45755395683453226,0.1366906474820144
PV_in_HC,1444.tif,0.32,0.4252252252252253,0.18018018018018017
PV_in_HC,1444.tif,0.36,0.3867924528301887,0.16037735849056603
PV_in_HC,1444.tif,0.4,0.3522727272727273,0.19318181818181818
PV_in_HC,1444.tif,0.44,0.35555555555555557,0.18181818181818182
PV_in_HC,1444.tif,0.48,0.3893617021276596,0.14893617021276595
PV_in_HC,1444.tif,0.52,0.3855421686746988,0.18072289156626506
PV_in_HC,1444.tif,0.56,0.3912087912087912,0.12087912087912088
PV_in_HC,1444.tif,0.6,0.3833333333333333,0.16666666666666666
PV_in_HC,1444.tif,0.64,0.38510638297872346,0.11702127659574468
PV_in_HC,1444.tif,0.68,0.36190476190476195,0.11904761904761904
PV_in_HC,1444.tif,0.72,0.3829787234042554,0.06382978723404255
PV_in_HC,1444.tif,0.76,0.40380952380952384,0.11428571428571428
PV_in_HC,1444.tif,0.8,0.3913793103448276,0.10344827586206896
PV_in_HC,1444.tif,0.84,0.3238095238095239,0.05194805194805195
PV_in_HC,1444.tif,0.88,0.437704918032787,0.07377049180327869
PV_in_HC,1444.tif,0.92,0.4792207792207792,0.07792207792207792
PV_in_HC,1444.tif,0.96,0.4508287292817681,0.10497237569060773
PV_in_HC,1377.tif,0.0,0.0012843384831056097,0.9957252729315295
PV_in_HC,1377.tif,0.04,0.21394700139470016,0.3514644351464435
PV_in_HC,1377.tif,0.08,0.2564102564102564,0.3055555555555556
PV_in_HC,1377.tif,0.12,0.27875354107648725,0.21529745042492918
PV_in_HC,1377.tif,0.16,0.32227979274611396,0.14766839378238342
PV_in_HC,1377.tif,0.2,0.30000000000000004,0.2014388489208633
PV_in_HC,1377.tif,0.24,0.3232974910394265,0.17562724014336917
PV_in_HC,1377.tif,0.28,0.35760368663594483,0.08294930875576037
PV_in_HC,1377.tif,0.32,0.3486486486486487,0.15315315315315314
PV_in_HC,1377.tif,0.36,0.3313432835820896,0.15920398009950248
PV_in_HC,1377.tif,0.4,0.3624309392265193,0.11602209944751381
PV_in_HC,1377.tif,0.44,0.37272727272727274,0.06698564593301436
PV_in_HC,1377.tif,0.48,0.39808612440191393,0.11483253588516747
PV_in_HC,1377.tif,0.52,0.35681818181818187,0.125
PV_in_HC,1377.tif,0.56,0.39874213836477984,0.0880503144654088
PV_in_HC,1377.tif,0.6,0.41827956989247317,0.0967741935483871
PV_in_HC,1377.tif,0.64,0.3905882352941177,0.11176470588235295
PV_in_HC,1377.tif,0.68,0.4256983240223465,0.11173184357541899
PV_in_HC,1377.tif,0.72,0.42539682539682544,0.047619047619047616
PV_in_HC,1377.tif,0.76,0.43135135135135133,0.11351351351351352
PV_in_HC,1377.tif,0.8,0.4354978354978355,0.06493506493506493
PV_in_HC,1377.tif,0.84,0.4493506493506494,0.09090909090909091
PV_in_HC,1377.tif,0.88,0.4653333333333333,0.08333333333333333
PV_in_HC,1377.tif,0.92,0.4430051813471503,0.08031088082901554
PV_in_HC,1377.tif,0.96,0.492330383480826,0.06047197640117994
PV_in_HC,1418.tif,0.0,0.0008810733214488805,0.9964490482049138
PV_in_HC,1418.tif,0.04,0.21020733652312598,0.42424242424242425
PV_in_HC,1418.tif,0.08,0.26649616368286444,0.33248081841432225
PV_in_HC,1418.tif,0.12,0.26987179487179486,0.3108974358974359
PV_in_HC,1418.tif,0.16,0.30646387832699623,0.3155893536121673
PV_in_HC,1418.tif,0.2,0.31636363636363635,0.32272727272727275
PV_in_HC,1418.tif,0.24,0.37489539748953976,0.34309623430962344
PV_in_HC,1418.tif,0.28,0.41226415094339625,0.41509433962264153
PV_in_HC,1418.tif,0.32,0.3787037037037036,0.2916666666666667
PV_in_HC,1418.tif,0.36,0.40625,0.23214285714285715
PV_in_HC,1418.tif,0.4,0.39999999999999997,0.22388059701492538
PV_in_HC,1418.tif,0.44,0.3695906432748538,0.28654970760233917
PV_in_HC,1418.tif,0.48,0.3763313609467455,0.2485207100591716
PV_in_HC,1418.tif,0.52,0.37160493827160496,0.2222222222222222
PV_in_HC,1418.tif,0.56,0.3942196531791908,0.15028901734104047
PV_in_HC,1418.tif,0.6,0.37751479289940837,0.27218934911242604
PV_in_HC,1418.tif,0.64,0.3547945205479452,0.2465753424657534
PV_in_HC,1418.tif,0.68,0.38136645962732924,0.2484472049689441
PV_in_HC,1418.tif,0.72,0.4038709677419355,0.22580645161290322
PV_in_HC,1418.tif,0.76,0.4230303030303031,0.1696969696969697
PV_in_HC,1418.tif,0.8,0.4240963855421687,0.1746987951807229
PV_in_HC,1418.tif,0.84,0.39378238341968913,0.19689119170984457
PV_in_HC,1418.tif,0.88,0.42377049180327864,0.20901639344262296
PV_in_HC,1418.tif,0.92,0.4381294964028777,0.22302158273381295
PV_in_HC,1418.tif,0.96,0.5142028985507247,0.26666666666666666
PV_in_HC,1283.tif,0.0,0.0005865831056422797,0.997352733247989
PV_in_HC,1283.tif,0.04,0.24228571428571424,0.2857142857142857
PV_in_HC,1283.tif,0.08,0.22752293577981653,0.3944954128440367
PV_in_HC,1283.tif,0.12,0.3094736842105263,0.25263157894736843
PV_in_HC,1283.tif,0.16,0.2745762711864407,0.23728813559322035
PV_in_HC,1283.tif,0.2,0.3436619718309859,0.18309859154929578
PV_in_HC,1283.tif,0.24,0.4384615384615385,0.10256410256410256
PV_in_HC,1283.tif,0.28,0.4025641025641025,0.15384615384615385
PV_in_HC,1283.tif,0.32,0.4666666666666666,0.14583333333333334
PV_in_HC,1283.tif,0.36,0.35862068965517235,0.13793103448275862
PV_in_HC,1283.tif,0.4,0.4347826086956521,0.1956521739130435
PV_in_HC,1283.tif,0.44,0.4530612244897959,0.08163265306122448
PV_in_HC,1283.tif,0.48,0.4047619047619048,0.11904761904761904
PV_in_HC,1283.tif,0.52,0.3931034482758621,0.13793103448275862
PV_in_HC,1283.tif,0.56,0.4258064516129032,0.12903225806451613
PV_in_HC,1283.tif,0.6,0.47999999999999987,0.15
PV_in_HC,1283.tif,0.64,0.5,0.08620689655172414
PV_in_HC,1283.tif,0.68,0.44054054054054065,0.12162162162162163
PV_in_HC,1283.tif,0.72,0.4585365853658537,0.14634146341463414
PV_in_HC,1283.tif,0.76,0.47010309278350526,0.08247422680412371
PV_in_HC,1283.tif,0.8,0.4666666666666667,0.10666666666666667
PV_in_HC,1283.tif,0.84,0.3921052631578947,0.07894736842105263
PV_in_HC,1283.tif,0.88,0.41437908496732023,0.06535947712418301
PV_in_HC,1283.tif,0.92,0.5,0.3333333333333333
PV_in_HC,1283.tif,0.96,0.4925373134328358,0.22388059701492538
PV_in_HC,1599.tif,0.0,0.0005967431594490071,0.9981332649883903
PV_in_HC,1599.tif,0.04,0.22916666666666666,0.30654761904761907
PV_in_HC,1599.tif,0.08,0.23490566037735847,0.3113207547169811
PV_in_HC,1599.tif,0.12,0.2541666666666667,0.2847222222222222
PV_in_HC,1599.tif,0.16,0.26935483870967747,0.25806451612903225
PV_in_HC,1599.tif,0.2,0.28076923076923077,0.3076923076923077
PV_in_HC,1599.tif,0.24,0.3372549019607843,0.16666666666666666
PV_in_HC,1599.tif,0.28,0.3541666666666667,0.17708333333333334
PV_in_HC,1599.tif,0.32,0.26329113924050623,0.24050632911392406
PV_in_HC,1599.tif,0.36,0.3651162790697674,0.22093023255813954
PV_in_HC,1599.tif,0.4,0.3420289855072463,0.18840579710144928
PV_in_HC,1599.tif,0.44,0.38181818181818183,0.1038961038961039
PV_in_HC,1599.tif,0.48,0.30704225352112674,0.18309859154929578
PV_in_HC,1599.tif,0.52,0.36363636363636365,0.14285714285714285
PV_in_HC,1599.tif,0.56,0.30724637681159417,0.2753623188405797
PV_in_HC,1599.tif,0.6,0.3259259259259259,0.19753086419753085
PV_in_HC,1599.tif,0.64,0.3368421052631579,0.19736842105263158
PV_in_HC,1599.tif,0.68,0.337037037037037,0.2037037037037037
PV_in_HC,1599.tif,0.72,0.3714285714285715,0.12698412698412698
PV_in_HC,1599.tif,0.76,0.4057971014492754,0.17391304347826086
PV_in_HC,1599.tif,0.8,0.41836734693877553,0.15306122448979592
PV_in_HC,1599.tif,0.84,0.39361702127659576,0.1595744680851064
PV_in_HC,1599.tif,0.88,0.43636363636363634,0.15454545454545454
PV_in_HC,1599.tif,0.92,0.5789473684210527,0.07894736842105263
PV_in_HC,1599.tif,0.96,0.5006756756756756,0.06756756756756757
PV_in_HC,1385.tif,0.0,0.00014945714416601764,0.9993004336738589
PV_in_HC,1385.tif,0.04,0.22745098039215686,0.27450980392156865
PV_in_HC,1385.tif,0.08,0.165,0.475
PV_in_HC,1385.tif,0.12,0.18333333333333335,0.4166666666666667
PV_in_HC,1385.tif,0.16,0.15652173913043477,0.43478260869565216
PV_in_HC,1385.tif,0.2,0.15454545454545454,0.5909090909090909
PV_in_HC,1385.tif,0.24,0.3571428571428572,0.14285714285714285
PV_in_HC,1385.tif,0.28,0.21176470588235294,0.35294117647058826
PV_in_HC,1385.tif,0.32,0.3,0.3333333333333333
PV_in_HC,1385.tif,0.36,0.25882352941176473,0.29411764705882354
PV_in_HC,1385.tif,0.4,0.27999999999999997,0.4
PV_in_HC,1385.tif,0.44,0.30526315789473685,0.2631578947368421
PV_in_HC,1385.tif,0.48,0.12727272727272726,0.6363636363636364
PV_in_HC,1385.tif,0.52,0.24615384615384617,0.46153846153846156
PV_in_HC,1385.tif,0.56,0.19,0.6
PV_in_HC,1385.tif,0.6,0.034,0.92
PV_in_HC,1385.tif,0.64,0.023655913978494626,0.946236559139785
PV_in_HC,1385.tif,0.68,0.08235294117647061,0.7941176470588235
PV_in_HC,1385.tif,0.72,0.09777777777777778,0.7555555555555555
PV_in_HC,1385.tif,0.76,0.39999999999999997,0.16666666666666666
PV_in_HC,1385.tif,0.8,0.5272727272727272,0.0
PV_in_HC,1385.tif,0.84,0.6799999999999999,0.1
PV_in_HC,1385.tif,0.88,0.4782608695652174,0.043478260869565216
PV_in_HC,1385.tif,0.92,0.4782608695652174,0.17391304347826086
PV_in_HC,1385.tif,0.96,0.4,0.125
PV_in_HC,1582.tif,0.0,0.0008782042198229804,0.9966535938200161
PV_in_HC,1582.tif,0.04,0.2296442687747036,0.3300395256916996
PV_in_HC,1582.tif,0.08,0.26535947712418295,0.2679738562091503
PV_in_HC,1582.tif,0.12,0.2607407407407407,0.28888888888888886
PV_in_HC,1582.tif,0.16,0.2717171717171717,0.21717171717171718
PV_in_HC,1582.tif,0.2,0.29310344827586204,0.1839080459770115
PV_in_HC,1582.tif,0.24,0.2881118881118881,0.21678321678321677
PV_in_HC,1582.tif,0.28,0.31940298507462683,0.16417910447761194
PV_in_HC,1582.tif,0.32,0.34406779661016956,0.1694915254237288
PV_in_HC,1582.tif,0.36,0.3189189189189188,0.12162162162162163
PV_in_HC,1582.tif,0.4,0.3080645161290323,0.21774193548387097
PV_in_HC,1582.tif,0.44,0.3481481481481481,0.1574074074074074
PV_in_HC,1582.tif,0.48,0.3610619469026549,0.07079646017699115
PV_in_HC,1582.tif,0.52,0.33071895424836595,0.1503267973856209
PV_in_HC,1582.tif,0.56,0.3098901098901099,0.13186813186813187
PV_in_HC,1582.tif,0.6,0.3541284403669725,0.13761467889908258
PV_in_HC,1582.tif,0.64,0.3949367088607594,0.17721518987341772
PV_in_HC,1582.tif,0.68,0.4019607843137254,0.16666666666666666
PV_in_HC,1582.tif,0.72,0.44227642276422763,0.06504065040650407
PV_in_HC,1582.tif,0.76,0.4272727272727273,0.12121212121212122
PV_in_HC,1582.tif,0.8,0.39378881987577635,0.09316770186335403
PV_in_HC,1582.tif,0.84,0.45165562913907287,0.07947019867549669
PV_in_HC,1582.tif,0.88,0.4513888888888889,0.10416666666666667
PV_in_HC,1582.tif,0.92,0.48852459016393446,0.09836065573770492
PV_in_HC,1582.tif,0.96,0.5098684210526315,0.15460526315789475
PV_in_HC,1237.tif,0.0,0.00018390892493571798,0.9996252999034574
PV_in_HC,1237.tif,0.04,0.1326086956521739,0.6684782608695652
PV_in_HC,1237.tif,0.08,0.15206611570247935,0.5785123966942148
PV_in_HC,1237.tif,0.12,0.17009345794392525,0.5794392523364486
PV_in_HC,1237.tif,0.16,0.17142857142857143,0.5844155844155844
PV_in_HC,1237.tif,0.2,0.13239436619718312,0.676056338028169
PV_in_HC,1237.tif,0.24,0.15714285714285717,0.5952380952380952
PV_in_HC,1237.tif,0.28,0.1111111111111111,0.6666666666666666
PV_in_HC,1237.tif,0.32,0.06756756756756756,0.831081081081081
PV_in_HC,1237.tif,0.36,0.1931034482758621,0.603448275862069
PV_in_HC,1237.tif,0.4,0.15319148936170215,0.46808510638297873
PV_in_HC,1237.tif,0.44,0.1941176470588235,0.5294117647058824
PV_in_HC,1237.tif,0.48,0.2,0.4318181818181818
PV_in_HC,1237.tif,0.52,0.1829787234042553,0.48936170212765956
PV_in_HC,1237.tif,0.56,0.1586206896551724,0.5172413793103449
PV_in_HC,1237.tif,0.6,0.20727272727272728,0.41818181818181815
PV_in_HC,1237.tif,0.64,0.22647058823529412,0.5441176470588235
PV_in_HC,1237.tif,0.68,0.11818181818181817,0.5454545454545454
PV_in_HC,1237.tif,0.72,0.18584070796460178,0.26991150442477874
PV_in_HC,1237.tif,0.76,0.14095238095238094,0.5619047619047619
PV_in_HC,1237.tif,0.8,0.20821917808219176,0.4246575342465753
PV_in_HC,1237.tif,0.84,0.44485981308411215,0.6074766355140186
PV_in_HC,1237.tif,0.88,0.8265734265734265,0.916083916083916
PV_in_HC,1237.tif,0.92,0.6705882352941176,0.869281045751634
PV_in_HC,1237.tif,0.96,0.53855421686747,0.9156626506024096
cFOS_in_HC,1444.tif,0.0,0.001429355837866583,0.994859165561602
cFOS_in_HC,1444.tif,0.04,0.2042158516020236,0.4502529510961214
cFOS_in_HC,1444.tif,0.08,0.2345744680851064,0.3603723404255319
cFOS_in_HC,1444.tif,0.12,0.2389473684210526,0.34385964912280703
cFOS_in_HC,1444.tif,0.16,0.24918699186991874,0.28252032520325204
cFOS_in_HC,1444.tif,0.2,0.26865671641791045,0.39800995024875624
cFOS_in_HC,1444.tif,0.24,0.3005747126436782,0.3620689655172414
cFOS_in_HC,1444.tif,0.28,0.32052980132450337,0.3741721854304636
cFOS_in_HC,1444.tif,0.32,0.33170731707317075,0.32752613240418116
cFOS_in_HC,1444.tif,0.36,0.3694117647058824,0.32941176470588235
cFOS_in_HC,1444.tif,0.4,0.39729729729729735,0.2533783783783784
cFOS_in_HC,1444.tif,0.44,0.36027874564459933,0.2787456445993031
cFOS_in_HC,1444.tif,0.48,0.4286764705882353,0.19117647058823528
cFOS_in_HC,1444.tif,0.52,0.3951807228915663,0.2971887550200803
cFOS_in_HC,1444.tif,0.56,0.33807829181494664,0.3238434163701068
cFOS_in_HC,1444.tif,0.6,0.34545454545454546,0.2863636363636364
cFOS_in_HC,1444.tif,0.64,0.3805668016194332,0.29554655870445345
cFOS_in_HC,1444.tif,0.68,0.35213675213675216,0.2692307692307692
cFOS_in_HC,1444.tif,0.72,0.413265306122449,0.2653061224489796
cFOS_in_HC,1444.tif,0.76,0.4413793103448276,0.3645320197044335
cFOS_in_HC,1444.tif,0.8,0.40563380281690137,0.352112676056338
cFOS_in_HC,1444.tif,0.84,0.45974025974025967,0.31601731601731603
cFOS_in_HC,1444.tif,0.88,0.4992537313432836,0.21641791044776118
cFOS_in_HC,1444.tif,0.92,0.4566978193146417,0.27414330218068533
cFOS_in_HC,1444.tif,0.96,0.47368421052631576,0.2813067150635209
cFOS_in_HC,1385.tif,0.0,0.0009375840461403144,0.9965400507076386
cFOS_in_HC,1385.tif,0.04,0.2681732580037665,0.2843691148775895
cFOS_in_HC,1385.tif,0.08,0.29464788732394365,0.2647887323943662
cFOS_in_HC,1385.tif,0.12,0.3117117117117118,0.1891891891891892
cFOS_in_HC,1385.tif,0.16,0.2918918918918919,0.22702702702702704
cFOS_in_HC,1385.tif,0.2,0.30000000000000004,0.19736842105263158
cFOS_in_HC,1385.tif,0.24,0.3242857142857143,0.2
cFOS_in_HC,1385.tif,0.28,0.3462686567164178,0.16417910447761194
cFOS_in_HC,1385.tif,0.32,0.2897637795275593,0.2047244094488189
cFOS_in_HC,1385.tif,0.36,0.3747747747747747,0.22522522522522523
cFOS_in_HC,1385.tif,0.4,0.34385964912280703,0.20175438596491227
cFOS_in_HC,1385.tif,0.44,0.3912087912087914,0.1978021978021978
cFOS_in_HC,1385.tif,0.48,0.3631067961165048,0.21359223300970873
cFOS_in_HC,1385.tif,0.52,0.3057692307692308,0.25961538461538464
cFOS_in_HC,1385.tif,0.56,0.3797468354430379,0.1518987341772152
cFOS_in_HC,1385.tif,0.6,0.38958333333333334,0.22916666666666666
cFOS_in_HC,1385.tif,0.64,0.2988235294117647,0.23529411764705882
cFOS_in_HC,1385.tif,0.68,0.37471264367816093,0.16091954022988506
cFOS_in_HC,1385.tif,0.72,0.34285714285714286,0.21978021978021978
cFOS_in_HC,1385.tif,0.76,0.41237113402061865,0.17525773195876287
cFOS_in_HC,1385.tif,0.8,0.3815126050420169,0.23529411764705882
cFOS_in_HC,1385.tif,0.84,0.36153846153846153,0.23846153846153847
cFOS_in_HC,1385.tif,0.88,0.33049645390070925,0.2978723404255319
cFOS_in_HC,1385.tif,0.92,0.4368421052631579,0.11842105263157894
cFOS_in_HC,1385.tif,0.96,0.47438596491228074,0.11929824561403508
cFOS_in_HC,1418.tif,0.0,0.001182325707147165,0.9961458406237985
cFOS_in_HC,1418.tif,0.04,0.18926829268292686,0.5414634146341464
cFOS_in_HC,1418.tif,0.08,0.20540540540540542,0.49034749034749037
cFOS_in_HC,1418.tif,0.12,0.20771349862258956,0.4325068870523416
cFOS_in_HC,1418.tif,0.16,0.21690140845070424,0.47183098591549294
cFOS_in_HC,1418.tif,0.2,0.21009174311926607,0.44495412844036697
cFOS_in_HC,1418.tif,0.24,0.2517073170731708,0.4
cFOS_in_HC,1418.tif,0.28,0.225531914893617,0.4627659574468085
cFOS_in_HC,1418.tif,0.32,0.24607329842931938,0.4712041884816754
cFOS_in_HC,1418.tif,0.36,0.24888888888888888,0.45
cFOS_in_HC,1418.tif,0.4,0.391358024691358,0.2222222222222222
cFOS_in_HC,1418.tif,0.44,0.3918604651162791,0.18604651162790697
cFOS_in_HC,1418.tif,0.48,0.34871794871794876,0.19230769230769232
cFOS_in_HC,1418.tif,0.52,0.35,0.23648648648648649
cFOS_in_HC,1418.tif,0.56,0.43174603174603177,0.14285714285714285
cFOS_in_HC,1418.tif,0.6,0.42037037037037045,0.2222222222222222
cFOS_in_HC,1418.tif,0.64,0.45909090909090916,0.17424242424242425
cFOS_in_HC,1418.tif,0.68,0.38947368421052636,0.22556390977443608
cFOS_in_HC,1418.tif,0.72,0.4267515923566879,0.20382165605095542
cFOS_in_HC,1418.tif,0.76,0.4206451612903226,0.14193548387096774
cFOS_in_HC,1418.tif,0.8,0.42909090909090913,0.1393939393939394
cFOS_in_HC,1418.tif,0.84,0.4484076433121019,0.1592356687898089
cFOS_in_HC,1418.tif,0.88,0.38850574712643693,0.23563218390804597
cFOS_in_HC,1418.tif,0.92,0.4847222222222223,0.1597222222222222
cFOS_in_HC,1418.tif,0.96,0.4742028985507247,0.19420289855072465
cFOS_in_HC,1582.tif,0.0,0.0010237184113101622,0.996465574329796
cFOS_in_HC,1582.tif,0.04,0.17333333333333334,0.4867924528301887
cFOS_in_HC,1582.tif,0.08,0.20449438202247192,0.4044943820224719
cFOS_in_HC,1582.tif,0.12,0.21611111111111111,0.3388888888888889
cFOS_in_HC,1582.tif,0.16,0.26441947565543067,0.23595505617977527
cFOS_in_HC,1582.tif,0.2,0.2351851851851852,0.25
cFOS_in_HC,1582.tif,0.24,0.2679802955665025,0.32019704433497537
cFOS_in_HC,1582.tif,0.28,0.3081081081081081,0.24324324324324326
cFOS_in_HC,1582.tif,0.32,0.32513966480446926,0.2737430167597765
cFOS_in_HC,1582.tif,0.36,0.3050632911392405,0.3227848101265823
cFOS_in_HC,1582.tif,0.4,0.2765432098765432,0.3148148148148148
cFOS_in_HC,1582.tif,0.44,0.3464566929133857,0.2992125984251969
cFOS_in_HC,1582.tif,0.48,0.34879999999999994,0.304
cFOS_in_HC,1582.tif,0.52,0.33613445378151247,0.2605042016806723
cFOS_in_HC,1582.tif,0.56,0.3371428571428572,0.29285714285714287
cFOS_in_HC,1582.tif,0.6,0.30175438596491233,0.35964912280701755
cFOS_in_HC,1582.tif,0.64,0.35959595959595964,0.24242424242424243
cFOS_in_HC,1582.tif,0.68,0.3630434782608695,0.2608695652173913
cFOS_in_HC,1582.tif,0.72,0.3621052631578947,0.23157894736842105
cFOS_in_HC,1582.tif,0.76,0.41157024793388436,0.1652892561983471
cFOS_in_HC,1582.tif,0.8,0.3925925925925926,0.16666666666666666
cFOS_in_HC,1582.tif,0.84,0.46107784431137727,0.1437125748502994
cFOS_in_HC,1582.tif,0.88,0.4449760765550239,0.18181818181818182
cFOS_in_HC,1582.tif,0.92,0.3975,0.17083333333333334
cFOS_in_HC,1582.tif,0.96,0.48161209068010075,0.1486146095717884
cFOS_in_HC,1377.tif,0.0,0.0017161714902957218,0.9934805087970847
cFOS_in_HC,1377.tif,0.04,0.22616451932606546,0.3191278493557978
cFOS_in_HC,1377.tif,0.08,0.2281124497991968,0.30522088353413657
cFOS_in_HC,1377.tif,0.12,0.2474336283185841,0.27079646017699116
cFOS_in_HC,1377.tif,0.16,0.2427027027027027,0.3081081081081081
cFOS_in_HC,1377.tif,0.2,0.2718266253869969,0.2848297213622291
cFOS_in_HC,1377.tif,0.24,0.3123919308357349,0.207492795389049
cFOS_in_HC,1377.tif,0.28,0.3193103448275862,0.19655172413793104
cFOS_in_HC,1377.tif,0.32,0.3477551020408164,0.1510204081632653
cFOS_in_HC,1377.tif,0.36,0.31774193548387103,0.1814516129032258
cFOS_in_HC,1377.tif,0.4,0.3432432432432432,0.1891891891891892
cFOS_in_HC,1377.tif,0.44,0.3346733668341708,0.17587939698492464
cFOS_in_HC,1377.tif,0.48,0.364179104477612,0.15920398009950248
cFOS_in_HC,1377.tif,0.52,0.3407407407407408,0.14351851851851852
cFOS_in_HC,1377.tif,0.56,0.34347826086956523,0.18695652173913044
cFOS_in_HC,1377.tif,0.6,0.3467248908296943,0.1703056768558952
cFOS_in_HC,1377.tif,0.64,0.3665236051502146,0.1630901287553648
cFOS_in_HC,1377.tif,0.68,0.4,0.11475409836065574
cFOS_in_HC,1377.tif,0.72,0.38522167487684733,0.12807881773399016
cFOS_in_HC,1377.tif,0.76,0.4,0.11219512195121951
cFOS_in_HC,1377.tif,0.8,0.42845528455284554,0.1016260162601626
cFOS_in_HC,1377.tif,0.84,0.433195020746888,0.11618257261410789
cFOS_in_HC,1377.tif,0.88,0.4351851851851852,0.1388888888888889
cFOS_in_HC,1377.tif,0.92,0.43594202898550727,0.11014492753623188
cFOS_in_HC,1377.tif,0.96,0.45557461406518013,0.08404802744425385
cFOS_in_HC,1283.tif,0.0,0.0015015355303869846,0.9955038441076542
cFOS_in_HC,1283.tif,0.04,0.23412698412698413,0.5109126984126984
cFOS_in_HC,1283.tif,0.08,0.2509157509157509,0.4523809523809524
cFOS_in_HC,1283.tif,0.12,0.2491566265060241,0.44819277108433736
cFOS_in_HC,1283.tif,0.16,0.24671916010498687,0.4435695538057743
cFOS_in_HC,1283.tif,0.2,0.264951768488746,0.4405144694533762
cFOS_in_HC,1283.tif,0.24,0.25101214574898784,0.44129554655870445
cFOS_in_HC,1283.tif,0.28,0.29457364341085274,0.4186046511627907
cFOS_in_HC,1283.tif,0.32,0.30467289719626167,0.37383177570093457
cFOS_in_HC,1283.tif,0.36,0.2913793103448276,0.4396551724137931
cFOS_in_HC,1283.tif,0.4,0.2903225806451613,0.3824884792626728
cFOS_in_HC,1283.tif,0.44,0.32718446601941753,0.42718446601941745
cFOS_in_HC,1283.tif,0.48,0.3486338797814208,0.3879781420765027
cFOS_in_HC,1283.tif,0.52,0.34400000000000003,0.37714285714285717
cFOS_in_HC,1283.tif,0.56,0.3719512195121951,0.3780487804878049
cFOS_in_HC,1283.tif,0.6,0.34970760233918124,0.38011695906432746
cFOS_in_HC,1283.tif,0.64,0.3866666666666667,0.37435897435897436
cFOS_in_HC,1283.tif,0.68,0.4067796610169492,0.3220338983050847
cFOS_in_HC,1283.tif,0.72,0.42571428571428566,0.3761904761904762
cFOS_in_HC,1283.tif,0.76,0.49073170731707316,0.36097560975609755
cFOS_in_HC,1283.tif,0.8,0.4849740932642487,0.35233160621761656
cFOS_in_HC,1283.tif,0.84,0.45294117647058824,0.3319327731092437
