dataset,method,comparison,repetition_a,repetition_a_name,repetition_b,repetition_b_name,idx,mean_average_precision,average_precision_at_iou_50
cFOS_in_HC,deepflash2,2,2,2,3,3,1418,0.9271385,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2366,1.0,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2359,1.0,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2368,1.0,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2364,1.0,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2363,1.0,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2355,1.0,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2354,1.0,1.0
mScarlet_in_PAG,cellpose,0,1,cyto2,2,cyto2,2365,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2366,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2359,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2368,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2364,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2363,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2355,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2354,1.0,1.0
mScarlet_in_PAG,cellpose,1,1,cyto2,3,cyto2,2365,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2366,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2359,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2368,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2364,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2363,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2355,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2354,1.0,1.0
mScarlet_in_PAG,cellpose,2,2,cyto2,3,cyto2,2365,1.0,1.0
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2366,0.5889015,0.7529412
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2359,0.488959,0.7007874
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2368,0.6034647,0.78494626
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2364,0.6227276,0.8292683
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2363,0.58318365,0.7923077
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2355,0.5391113,0.7207207
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2354,0.72882044,0.89830506
mScarlet_in_PAG,cellpose_single,0,1,1,2,2,2365,0.6359921,0.7798165
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2366,0.5795707,0.7529412
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2359,0.56421465,0.75
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2368,0.7248503,0.8695652
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2364,0.7236509,0.8655462
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2363,0.6476697,0.822695
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2355,0.66931033,0.8181818
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2354,0.7778803,0.89915967
mScarlet_in_PAG,cellpose_single,1,1,1,3,3,2365,0.66892374,0.78504676
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2366,0.58436483,0.76744187
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2359,0.4413547,0.62589926
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2368,0.5830809,0.7525773
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2364,0.6468861,0.83898306
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2363,0.5401954,0.7222222
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2355,0.5356878,0.6864407
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2354,0.6990362,0.8655462
mScarlet_in_PAG,cellpose_single,2,2,2,3,3,2365,0.63805854,0.77272725
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2366,0.7500549,0.886076
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2359,0.7151391,0.91056913
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2368,0.7648672,0.875
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2364,0.7692444,0.92727274
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2363,0.7478558,0.89312977
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2355,0.7113859,0.8545455
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2354,0.7444236,0.892562
mScarlet_in_PAG,cellpose_ensemble,0,1,1,2,2,2365,0.72626495,0.8301887
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2366,0.7775496,0.8518519
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2359,0.7313072,0.86614174
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2368,0.7952641,0.9111111
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2364,0.8154465,0.9444444
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2363,0.72482705,0.84444445
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2355,0.76593286,0.91588783
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2354,0.75821155,0.87603307
mScarlet_in_PAG,cellpose_ensemble,1,1,1,3,3,2365,0.7307052,0.8446602
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2366,0.7987913,0.9350649
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2359,0.6897851,0.86153847
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2368,0.7455324,0.8333333
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2364,0.79543954,0.9266055
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2363,0.7059082,0.84671533
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2355,0.7424293,0.88073397
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2354,0.8052866,0.9159664
mScarlet_in_PAG,cellpose_ensemble,2,2,2,3,3,2365,0.72048795,0.82857144
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2366,0.56975967,0.7777778
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2359,0.48816586,0.7548387
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2368,0.5530438,0.82758623
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2364,0.57937133,0.77165353
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2363,0.4497419,0.6763285
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2355,0.47715703,0.66906476
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2354,0.5998884,0.83928573
mScarlet_in_PAG,unet_2019,0,1,1,2,2,2365,0.55931073,0.7910448
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2366,0.62751156,0.8125
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2359,0.4371152,0.7070064
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2368,0.5071714,0.7542373
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2364,0.5424609,0.7153846
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2363,0.44083112,0.67772514
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2355,0.4820103,0.68345326
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2354,0.6245399,0.86238533
mScarlet_in_PAG,unet_2019,1,1,1,3,3,2365,0.5072112,0.73188406
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2366,0.58333266,0.7982456
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2359,0.44057995,0.72
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2368,0.5358516,0.74561405
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2364,0.58776104,0.7777778
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2363,0.5289483,0.79096043
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2355,0.5130743,0.7419355
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2354,0.64993304,0.8761905
mScarlet_in_PAG,unet_2019,2,2,2,3,3,2365,0.55965006,0.77165353
mScarlet_in_PAG,nnunet,0,1,1,2,2,2366,0.8781868,0.9195402
mScarlet_in_PAG,nnunet,0,1,1,2,2,2359,0.81441176,0.92537314
mScarlet_in_PAG,nnunet,0,1,1,2,2,2368,0.8947488,0.9770115
mScarlet_in_PAG,nnunet,0,1,1,2,2,2364,0.8590108,0.90677965
mScarlet_in_PAG,nnunet,0,1,1,2,2,2363,0.8559927,0.9361702
mScarlet_in_PAG,nnunet,0,1,1,2,2,2355,0.8967617,0.99038464
mScarlet_in_PAG,nnunet,0,1,1,2,2,2354,0.76478493,0.8346457
mScarlet_in_PAG,nnunet,0,1,1,2,2,2365,0.8426975,0.9059829
mScarlet_in_PAG,nnunet,1,1,1,3,3,2366,0.8643737,0.9302326
mScarlet_in_PAG,nnunet,1,1,1,3,3,2359,0.7611444,0.8623188
mScarlet_in_PAG,nnunet,1,1,1,3,3,2368,0.89722383,0.95454544
mScarlet_in_PAG,nnunet,1,1,1,3,3,2364,0.8580302,0.9396552
mScarlet_in_PAG,nnunet,1,1,1,3,3,2363,0.834988,0.94244605
mScarlet_in_PAG,nnunet,1,1,1,3,3,2355,0.8755168,0.95238096
mScarlet_in_PAG,nnunet,1,1,1,3,3,2354,0.7976389,0.8582677
mScarlet_in_PAG,nnunet,1,1,1,3,3,2365,0.81667125,0.88235295
mScarlet_in_PAG,nnunet,2,2,2,3,3,2366,0.85351735,0.92045456
mScarlet_in_PAG,nnunet,2,2,2,3,3,2359,0.78440154,0.8897059
mScarlet_in_PAG,nnunet,2,2,2,3,3,2368,0.90550005,0.9550562
mScarlet_in_PAG,nnunet,2,2,2,3,3,2364,0.8820373,0.9655172
mScarlet_in_PAG,nnunet,2,2,2,3,3,2363,0.8441739,0.9366197
mScarlet_in_PAG,nnunet,2,2,2,3,3,2355,0.87746763,0.9433962
mScarlet_in_PAG,nnunet,2,2,2,3,3,2354,0.78928244,0.88188976
mScarlet_in_PAG,nnunet,2,2,2,3,3,2365,0.84943163,0.92241377
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2354,0.7943084,0.921875
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2355,0.7883595,0.8947368
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2364,0.8413291,0.96031743
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2366,0.7641979,0.8854167
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2365,0.83441603,0.8956522
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2359,0.74369097,0.89032257
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2368,0.79926777,0.92156863
mScarlet_in_PAG,deepflash2,0,1,1,2,2,2363,0.76241577,0.8869048
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2354,0.8249692,0.9453125
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2355,0.7968799,0.90434784
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2364,0.80895007,0.9453125
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2366,0.80416834,0.90425533
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2365,0.8680585,0.94736844
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2359,0.75714403,0.92258066
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2368,0.8173083,0.9142857
mScarlet_in_PAG,deepflash2,1,1,1,3,3,2363,0.75094116,0.8786127
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2354,0.8289279,0.9302326
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2366,0.8529503,0.93877554
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2368,0.8415346,0.9326923
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2355,0.8330523,0.92241377
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2365,0.8472594,0.9130435
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2363,0.76638037,0.90751445
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2359,0.75619256,0.89171976
mScarlet_in_PAG,deepflash2,2,2,2,3,3,2364,0.83623284,0.93700784
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2342,1.0,1.0
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2349,1.0,1.0
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2332,1.0,1.0
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2347,1.0,1.0
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2341,1.0,1.0
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2343,1.0,1.0
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2334,1.0,1.0
YFP_in_CTX,cellpose,0,1,cyto,2,cyto,2340,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2342,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2349,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2332,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2347,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2341,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2343,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2334,1.0,1.0
YFP_in_CTX,cellpose,1,1,cyto,3,cyto,2340,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2342,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2349,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2332,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2347,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2341,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2343,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2334,1.0,1.0
YFP_in_CTX,cellpose,2,2,cyto,3,cyto,2340,1.0,1.0
YFP_in_CTX,cellpose_single,0,1,1,2,2,2342,0.8360486,0.939759
YFP_in_CTX,cellpose_single,0,1,1,2,2,2349,0.796656,0.9
YFP_in_CTX,cellpose_single,0,1,1,2,2,2332,0.73178136,0.85714287
YFP_in_CTX,cellpose_single,0,1,1,2,2,2347,0.87792605,0.94285715
YFP_in_CTX,cellpose_single,0,1,1,2,2,2341,0.77406627,0.88297874
YFP_in_CTX,cellpose_single,0,1,1,2,2,2343,0.82958204,0.9315069
YFP_in_CTX,cellpose_single,0,1,1,2,2,2334,0.8222901,0.8888889
YFP_in_CTX,cellpose_single,0,1,1,2,2,2340,0.828894,0.91780823
YFP_in_CTX,cellpose_single,1,1,1,3,3,2342,0.8196274,0.9125
YFP_in_CTX,cellpose_single,1,1,1,3,3,2349,0.8345995,0.9375
YFP_in_CTX,cellpose_single,1,1,1,3,3,2332,0.8293923,0.9285714
YFP_in_CTX,cellpose_single,1,1,1,3,3,2347,0.8165229,0.9285714
YFP_in_CTX,cellpose_single,1,1,1,3,3,2341,0.81832534,0.954023
YFP_in_CTX,cellpose_single,1,1,1,3,3,2343,0.8739352,0.9710145
YFP_in_CTX,cellpose_single,1,1,1,3,3,2334,0.75249565,0.90163934
YFP_in_CTX,cellpose_single,1,1,1,3,3,2340,0.81725186,0.92957747
YFP_in_CTX,cellpose_single,2,2,2,3,3,2342,0.7881905,0.88095236
YFP_in_CTX,cellpose_single,2,2,2,3,3,2349,0.8092489,0.9405941
YFP_in_CTX,cellpose_single,2,2,2,3,3,2332,0.7694472,0.8961039
YFP_in_CTX,cellpose_single,2,2,2,3,3,2347,0.8206417,0.9577465
YFP_in_CTX,cellpose_single,2,2,2,3,3,2341,0.78834414,0.92391306
YFP_in_CTX,cellpose_single,2,2,2,3,3,2343,0.8061196,0.9315069
YFP_in_CTX,cellpose_single,2,2,2,3,3,2334,0.735929,0.8923077
YFP_in_CTX,cellpose_single,2,2,2,3,3,2340,0.7569665,0.8783784
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2342,0.88530886,0.9625
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2349,0.8466956,0.94949496
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2332,0.8189513,0.8717949
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2347,0.9304697,0.9714286
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2341,0.89891785,0.9777778
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2343,0.88273966,1.0
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2334,0.85482895,0.921875
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2340,0.8809754,0.9444444
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2342,0.8628584,0.92771083
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2349,0.87029296,0.9591837
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2332,0.8420989,0.8717949
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2347,0.93475085,0.9714286
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2341,0.9017922,0.9777778
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2343,0.90730876,1.0
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2334,0.80240124,0.8955224
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2340,0.86429775,0.94520545
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2342,0.87709725,0.96385545
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2349,0.9196496,0.989899
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2332,0.8795357,0.9746835
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2347,0.93135977,0.97183096
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2341,0.94302064,1.0
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2343,0.9313286,1.0
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2334,0.87391394,0.9402985
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2340,0.92009467,0.9722222
YFP_in_CTX,unet_2019,0,1,1,2,2,2342,0.739769,0.9052632
YFP_in_CTX,unet_2019,0,1,1,2,2,2349,0.8120065,0.94690263
YFP_in_CTX,unet_2019,0,1,1,2,2,2332,0.8102821,0.9431818
YFP_in_CTX,unet_2019,0,1,1,2,2,2347,0.81448114,0.943662
YFP_in_CTX,unet_2019,0,1,1,2,2,2341,0.65782195,0.78640777
YFP_in_CTX,unet_2019,0,1,1,2,2,2343,0.7601142,0.91764706
YFP_in_CTX,unet_2019,0,1,1,2,2,2334,0.76995975,0.9189189
YFP_in_CTX,unet_2019,0,1,1,2,2,2340,0.7999301,0.90909094
YFP_in_CTX,unet_2019,1,1,1,3,3,2342,0.4987368,0.7692308
YFP_in_CTX,unet_2019,1,1,1,3,3,2349,0.4096796,0.6694915
YFP_in_CTX,unet_2019,1,1,1,3,3,2332,0.45872378,0.80898875
YFP_in_CTX,unet_2019,1,1,1,3,3,2347,0.5211372,0.8028169
YFP_in_CTX,unet_2019,1,1,1,3,3,2341,0.3779164,0.6354167
YFP_in_CTX,unet_2019,1,1,1,3,3,2343,0.47883195,0.80246913
YFP_in_CTX,unet_2019,1,1,1,3,3,2334,0.46331835,0.73239434
YFP_in_CTX,unet_2019,1,1,1,3,3,2340,0.5527624,0.81578946
YFP_in_CTX,unet_2019,2,2,2,3,3,2342,0.5093486,0.7446808
YFP_in_CTX,unet_2019,2,2,2,3,3,2349,0.43475276,0.65833336
YFP_in_CTX,unet_2019,2,2,2,3,3,2332,0.5141408,0.83908045
YFP_in_CTX,unet_2019,2,2,2,3,3,2347,0.5005661,0.7808219
YFP_in_CTX,unet_2019,2,2,2,3,3,2341,0.34626693,0.5714286
YFP_in_CTX,unet_2019,2,2,2,3,3,2343,0.45454258,0.7529412
YFP_in_CTX,unet_2019,2,2,2,3,3,2334,0.4423328,0.7123288
YFP_in_CTX,unet_2019,2,2,2,3,3,2340,0.5653776,0.7848101
YFP_in_CTX,nnunet,0,1,1,2,2,2342,0.8795804,0.9111111
YFP_in_CTX,nnunet,0,1,1,2,2,2349,0.8945762,0.93636364
YFP_in_CTX,nnunet,0,1,1,2,2,2332,0.8971559,0.94382024
YFP_in_CTX,nnunet,0,1,1,2,2,2347,0.9431731,0.9859155
YFP_in_CTX,nnunet,0,1,1,2,2,2341,0.85021114,0.9183673
YFP_in_CTX,nnunet,0,1,1,2,2,2343,0.9035004,0.9506173
YFP_in_CTX,nnunet,0,1,1,2,2,2334,0.8745157,0.95454544
YFP_in_CTX,nnunet,0,1,1,2,2,2340,0.8990345,0.95
YFP_in_CTX,nnunet,1,1,1,3,3,2342,0.9056983,0.9655172
YFP_in_CTX,nnunet,1,1,1,3,3,2349,0.89779836,0.95412844
YFP_in_CTX,nnunet,1,1,1,3,3,2332,0.89898235,0.95454544
YFP_in_CTX,nnunet,1,1,1,3,3,2347,0.9666275,1.0
YFP_in_CTX,nnunet,1,1,1,3,3,2341,0.8695775,0.9375
YFP_in_CTX,nnunet,1,1,1,3,3,2343,0.90225697,0.975
YFP_in_CTX,nnunet,1,1,1,3,3,2334,0.942526,0.9846154
YFP_in_CTX,nnunet,1,1,1,3,3,2340,0.94572324,0.96202534
YFP_in_CTX,nnunet,2,2,2,3,3,2342,0.88049555,0.92134833
YFP_in_CTX,nnunet,2,2,2,3,3,2349,0.89790744,0.94495416
YFP_in_CTX,nnunet,2,2,2,3,3,2332,0.9430173,0.9885057
YFP_in_CTX,nnunet,2,2,2,3,3,2347,0.94846594,0.9859155
YFP_in_CTX,nnunet,2,2,2,3,3,2341,0.8517143,0.9375
YFP_in_CTX,nnunet,2,2,2,3,3,2343,0.92781925,0.975
YFP_in_CTX,nnunet,2,2,2,3,3,2334,0.84408534,0.9402985
YFP_in_CTX,nnunet,2,2,2,3,3,2340,0.88680506,0.9375
YFP_in_CTX,deepflash2,0,1,1,2,2,2343,0.9172236,0.96511626
YFP_in_CTX,deepflash2,0,1,1,2,2,2340,0.87642324,0.9411765
YFP_in_CTX,deepflash2,0,1,1,2,2,2341,0.8383516,0.9191919
YFP_in_CTX,deepflash2,0,1,1,2,2,2332,0.86796486,0.9444444
YFP_in_CTX,deepflash2,0,1,1,2,2,2342,0.8385296,0.9292929
YFP_in_CTX,deepflash2,0,1,1,2,2,2334,0.8938718,0.974359
YFP_in_CTX,deepflash2,0,1,1,2,2,2347,0.92325276,0.9861111
YFP_in_CTX,deepflash2,0,1,1,2,2,2349,0.9380809,0.9826087
YFP_in_CTX,deepflash2,1,1,1,3,3,2343,0.8960906,0.9770115
YFP_in_CTX,deepflash2,1,1,1,3,3,2340,0.88351566,0.96428573
YFP_in_CTX,deepflash2,1,1,1,3,3,2341,0.841317,0.9285714
YFP_in_CTX,deepflash2,1,1,1,3,3,2332,0.8193331,0.9444444
YFP_in_CTX,deepflash2,1,1,1,3,3,2342,0.8178436,0.92
YFP_in_CTX,deepflash2,1,1,1,3,3,2334,0.8669416,0.96153843
YFP_in_CTX,deepflash2,1,1,1,3,3,2347,0.9432169,1.0
YFP_in_CTX,deepflash2,1,1,1,3,3,2349,0.8908884,0.9741379
YFP_in_CTX,deepflash2,2,2,2,3,3,2347,0.91152364,0.9861111
YFP_in_CTX,deepflash2,2,2,2,3,3,2334,0.8397685,0.93670887
YFP_in_CTX,deepflash2,2,2,2,3,3,2343,0.8860386,0.9431818
YFP_in_CTX,deepflash2,2,2,2,3,3,2341,0.8481823,0.96842104
YFP_in_CTX,deepflash2,2,2,2,3,3,2349,0.891784,0.973913
YFP_in_CTX,deepflash2,2,2,2,3,3,2332,0.87015927,0.95652175
YFP_in_CTX,deepflash2,2,2,2,3,3,2340,0.8507787,0.9529412
YFP_in_CTX,deepflash2,2,2,2,3,3,2342,0.82270545,0.91
