dataset,method,comparison,repetition_a,repetition_a_name,repetition_b,repetition_b_name,idx,dice_score
YFP_in_CTX,cellpose_single,2,2,2,3,3,2343,0.9534047799410279
YFP_in_CTX,cellpose_single,2,2,2,3,3,2347,0.9630947056025332
YFP_in_CTX,cellpose_single,2,2,2,3,3,2349,0.9494702024033217
YFP_in_CTX,cellpose_single,2,2,2,3,3,2334,0.9327902809457774
YFP_in_CTX,cellpose_single,2,2,2,3,3,2340,0.9436301153697795
YFP_in_CTX,cellpose_single,2,2,2,3,3,2332,0.9259898831327402
YFP_in_CTX,cellpose_single,2,2,2,3,3,2341,0.9432737657392584
YFP_in_CTX,cellpose_single,2,2,2,3,3,2342,0.9123255710931617
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2343,0.9716881169030291
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2347,0.9762710892798921
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2349,0.9634571514655876
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2334,0.9674660933980542
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2340,0.9700328158416528
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2332,0.9430673464478694
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2341,0.9704516129032258
YFP_in_CTX,cellpose_ensemble,0,1,1,2,2,2342,0.9706240026576023
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2343,0.9796376998648586
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2347,0.9753520872323667
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2349,0.9702018443212946
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2334,0.9585336026679111
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2340,0.975696441305698
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2332,0.9490198427555223
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2341,0.9714122621695658
YFP_in_CTX,cellpose_ensemble,1,1,1,3,3,2342,0.9657647312136654
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2343,0.9736358692368119
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2347,0.9768489639955944
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2349,0.9744987067258233
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2334,0.968493770854642
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2340,0.9736573890352843
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2332,0.9664006564308283
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2341,0.9781157417761696
YFP_in_CTX,cellpose_ensemble,2,2,2,3,3,2342,0.9681816584885995
YFP_in_CTX,unet_2019,0,1,1,2,2,2343,0.9583345745847677
YFP_in_CTX,unet_2019,0,1,1,2,2,2347,0.9604653351655592
YFP_in_CTX,unet_2019,0,1,1,2,2,2349,0.9599528886260731
YFP_in_CTX,unet_2019,0,1,1,2,2,2334,0.956510600541118
YFP_in_CTX,unet_2019,0,1,1,2,2,2340,0.9590922894293681
YFP_in_CTX,unet_2019,0,1,1,2,2,2332,0.9608003184344313
YFP_in_CTX,unet_2019,0,1,1,2,2,2341,0.934868076632233
YFP_in_CTX,unet_2019,0,1,1,2,2,2342,0.9512385576235475
YFP_in_CTX,unet_2019,1,1,1,3,3,2343,0.8724814918220393
YFP_in_CTX,unet_2019,1,1,1,3,3,2347,0.8815948724067982
YFP_in_CTX,unet_2019,1,1,1,3,3,2349,0.8295720811007661
YFP_in_CTX,unet_2019,1,1,1,3,3,2334,0.8502732240437159
YFP_in_CTX,unet_2019,1,1,1,3,3,2340,0.8926088374517269
YFP_in_CTX,unet_2019,1,1,1,3,3,2332,0.8604997882253282
YFP_in_CTX,unet_2019,1,1,1,3,3,2341,0.818132543330837
YFP_in_CTX,unet_2019,1,1,1,3,3,2342,0.860425035956951
YFP_in_CTX,unet_2019,2,2,2,3,3,2343,0.8653110995945493
YFP_in_CTX,unet_2019,2,2,2,3,3,2347,0.868574214071699
YFP_in_CTX,unet_2019,2,2,2,3,3,2349,0.8418889993667422
YFP_in_CTX,unet_2019,2,2,2,3,3,2334,0.8413231785517257
YFP_in_CTX,unet_2019,2,2,2,3,3,2340,0.893783801135443
YFP_in_CTX,unet_2019,2,2,2,3,3,2332,0.8755526172065883
YFP_in_CTX,unet_2019,2,2,2,3,3,2341,0.7952077963917527
YFP_in_CTX,unet_2019,2,2,2,3,3,2342,0.867122290242843
YFP_in_CTX,nnunet,0,1,1,2,2,2343,0.9844930417495029
YFP_in_CTX,nnunet,0,1,1,2,2,2347,0.9779241167562762
YFP_in_CTX,nnunet,0,1,1,2,2,2349,0.981311582012751
YFP_in_CTX,nnunet,0,1,1,2,2,2334,0.9786453879328907
YFP_in_CTX,nnunet,0,1,1,2,2,2340,0.984902859466517
YFP_in_CTX,nnunet,0,1,1,2,2,2332,0.9810327287391508
YFP_in_CTX,nnunet,0,1,1,2,2,2341,0.9692029040469162
YFP_in_CTX,nnunet,0,1,1,2,2,2342,0.9734797531407701
YFP_in_CTX,nnunet,1,1,1,3,3,2343,0.9838621258555788
YFP_in_CTX,nnunet,1,1,1,3,3,2347,0.9862271932939758
YFP_in_CTX,nnunet,1,1,1,3,3,2349,0.9793178579226762
YFP_in_CTX,nnunet,1,1,1,3,3,2334,0.9824035398444065
YFP_in_CTX,nnunet,1,1,1,3,3,2340,0.9852506221897661
YFP_in_CTX,nnunet,1,1,1,3,3,2332,0.9790348774619182
YFP_in_CTX,nnunet,1,1,1,3,3,2341,0.9758158842637262
YFP_in_CTX,nnunet,1,1,1,3,3,2342,0.9825157342087243
YFP_in_CTX,nnunet,2,2,2,3,3,2343,0.9860221255177476
YFP_in_CTX,nnunet,2,2,2,3,3,2347,0.9789479877211016
YFP_in_CTX,nnunet,2,2,2,3,3,2349,0.9787363262077781
YFP_in_CTX,nnunet,2,2,2,3,3,2334,0.9713549615990428
YFP_in_CTX,nnunet,2,2,2,3,3,2340,0.9809980796715305
YFP_in_CTX,nnunet,2,2,2,3,3,2332,0.9849852891747665
YFP_in_CTX,nnunet,2,2,2,3,3,2341,0.966630364288249
YFP_in_CTX,nnunet,2,2,2,3,3,2342,0.9704747584879292
YFP_in_CTX,deepflash2,0,1,1,2,2,2340,0.9773201105099013
YFP_in_CTX,deepflash2,0,1,1,2,2,2342,0.9720704325739633
YFP_in_CTX,deepflash2,0,1,1,2,2,2332,0.9712083566218431
YFP_in_CTX,deepflash2,0,1,1,2,2,2341,0.9671889181767305
YFP_in_CTX,deepflash2,0,1,1,2,2,2349,0.981348124222287
YFP_in_CTX,deepflash2,0,1,1,2,2,2334,0.9798109636840174
YFP_in_CTX,deepflash2,0,1,1,2,2,2347,0.9810077357887865
YFP_in_CTX,deepflash2,0,1,1,2,2,2343,0.982713508963229
YFP_in_CTX,deepflash2,1,1,1,3,3,2340,0.9779133600003945
YFP_in_CTX,deepflash2,1,1,1,3,3,2342,0.9666337514781357
YFP_in_CTX,deepflash2,1,1,1,3,3,2332,0.9632021079240347
YFP_in_CTX,deepflash2,1,1,1,3,3,2341,0.9696592674707604
YFP_in_CTX,deepflash2,1,1,1,3,3,2349,0.9773437897058206
YFP_in_CTX,deepflash2,1,1,1,3,3,2334,0.9779734737192336
YFP_in_CTX,deepflash2,1,1,1,3,3,2347,0.9849571555849097
YFP_in_CTX,deepflash2,1,1,1,3,3,2343,0.980507624152532
YFP_in_CTX,deepflash2,2,2,2,3,3,2340,0.9779028839187928
YFP_in_CTX,deepflash2,2,2,2,3,3,2342,0.9674925899378136
YFP_in_CTX,deepflash2,2,2,2,3,3,2332,0.9774928677782704
YFP_in_CTX,deepflash2,2,2,2,3,3,2341,0.9700519918499263
YFP_in_CTX,deepflash2,2,2,2,3,3,2349,0.9784937490519707
YFP_in_CTX,deepflash2,2,2,2,3,3,2334,0.9741930020482584
YFP_in_CTX,deepflash2,2,2,2,3,3,2347,0.9807306815162901
YFP_in_CTX,deepflash2,2,2,2,3,3,2343,0.9817178270080769
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2378-3,1.0
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2377-0,1.0
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2376-2,1.0
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2376-3,1.0
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2377-2,1.0
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2375-1,1.0
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2378-2,1.0
GFAP_in_HC,cellpose,0,1,cyto2,2,cyto2,2375-0,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2378-3,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2377-0,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2376-2,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2376-3,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2377-2,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2375-1,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2378-2,1.0
GFAP_in_HC,cellpose,1,1,cyto2,3,cyto2,2375-0,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2378-3,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2377-0,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2376-2,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2376-3,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2377-2,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2375-1,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2378-2,1.0
GFAP_in_HC,cellpose,2,2,cyto2,3,cyto2,2375-0,1.0
GFAP_in_HC,cellpose_single,0,1,1,2,2,2378-3,0.45424197076090717
GFAP_in_HC,cellpose_single,0,1,1,2,2,2377-0,0.5187272124627113
GFAP_in_HC,cellpose_single,0,1,1,2,2,2376-2,0.20761010142263972
GFAP_in_HC,cellpose_single,0,1,1,2,2,2376-3,0.41509433962264153
GFAP_in_HC,cellpose_single,0,1,1,2,2,2377-2,0.7482334967216246
GFAP_in_HC,cellpose_single,0,1,1,2,2,2375-1,0.5941384537645275
GFAP_in_HC,cellpose_single,0,1,1,2,2,2378-2,0.6363982003675306
GFAP_in_HC,cellpose_single,0,1,1,2,2,2375-0,0.6335797254487856
GFAP_in_HC,cellpose_single,1,1,1,3,3,2378-3,0.7524670370677502
GFAP_in_HC,cellpose_single,1,1,1,3,3,2377-0,0.7364998173182317
GFAP_in_HC,cellpose_single,1,1,1,3,3,2376-2,0.7637077455416554
GFAP_in_HC,cellpose_single,1,1,1,3,3,2376-3,0.0
GFAP_in_HC,cellpose_single,1,1,1,3,3,2377-2,0.5551387846961741
GFAP_in_HC,cellpose_single,1,1,1,3,3,2375-1,0.7125125579285089
GFAP_in_HC,cellpose_single,1,1,1,3,3,2378-2,0.40793352988474946
GFAP_in_HC,cellpose_single,1,1,1,3,3,2375-0,0.46478149100257066
GFAP_in_HC,cellpose_single,2,2,2,3,3,2378-3,0.6715315315315316
GFAP_in_HC,cellpose_single,2,2,2,3,3,2377-0,0.4491960314745125
GFAP_in_HC,cellpose_single,2,2,2,3,3,2376-2,0.16555392715627207
GFAP_in_HC,cellpose_single,2,2,2,3,3,2376-3,0.37857633325703827
GFAP_in_HC,cellpose_single,2,2,2,3,3,2377-2,0.40873256519102485
GFAP_in_HC,cellpose_single,2,2,2,3,3,2375-1,0.5209657916292858
GFAP_in_HC,cellpose_single,2,2,2,3,3,2378-2,0.4341885013493664
GFAP_in_HC,cellpose_single,2,2,2,3,3,2375-0,0.1351318209687308
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2378-3,0.7974499677211103
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2377-0,0.9452510057722582
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2376-2,0.8852864890356048
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2376-3,0.7367570406885127
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2377-2,0.8938829034995243
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2375-1,0.909818875119161
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2378-2,0.8246368887726722
GFAP_in_HC,cellpose_ensemble,0,1,1,2,2,2375-0,0.5580272022371934
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2378-3,0.9246145059965735
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2377-0,0.9471984590108209
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2376-2,0.9502627729316792
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2376-3,0.6073835989464756
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2377-2,0.8821745722330518
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2375-1,0.914956789141615
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2378-2,0.874380635204289
GFAP_in_HC,cellpose_ensemble,1,1,1,3,3,2375-0,0.6377918073704301
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2378-3,0.8227459016393442
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2377-0,0.9543170139477102
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2376-2,0.891833729754219
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2376-3,0.8170262585716674
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2377-2,0.8186300608810388
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2375-1,0.9573747101836989
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2378-2,0.8363171891031681
GFAP_in_HC,cellpose_ensemble,2,2,2,3,3,2375-0,0.8599834299917151
GFAP_in_HC,unet_2019,0,1,1,2,2,2376-3,0.8546518044365964
GFAP_in_HC,unet_2019,0,1,1,2,2,2377-0,0.8746943312337903
GFAP_in_HC,unet_2019,0,1,1,2,2,2375-1,0.8702539257121259
GFAP_in_HC,unet_2019,0,1,1,2,2,2377-2,0.8443789140876755
GFAP_in_HC,unet_2019,0,1,1,2,2,2378-3,0.8463855421686747
GFAP_in_HC,unet_2019,0,1,1,2,2,2375-0,0.8702957565366481
GFAP_in_HC,unet_2019,0,1,1,2,2,2378-2,0.8698205638614771
GFAP_in_HC,unet_2019,0,1,1,2,2,2376-2,0.8693658251466853
GFAP_in_HC,unet_2019,1,1,1,3,3,2376-3,0.8100232547102653
GFAP_in_HC,unet_2019,1,1,1,3,3,2377-0,0.8660860593554652
GFAP_in_HC,unet_2019,1,1,1,3,3,2375-1,0.846469183331551
GFAP_in_HC,unet_2019,1,1,1,3,3,2377-2,0.8469431909501144
GFAP_in_HC,unet_2019,1,1,1,3,3,2378-3,0.826783114992722
GFAP_in_HC,unet_2019,1,1,1,3,3,2375-0,0.8550005280388637
GFAP_in_HC,unet_2019,1,1,1,3,3,2378-2,0.848196311806627
GFAP_in_HC,unet_2019,1,1,1,3,3,2376-2,0.8425416373730272
GFAP_in_HC,unet_2019,2,2,2,3,3,2376-3,0.8576231122783979
GFAP_in_HC,unet_2019,2,2,2,3,3,2377-0,0.8801416463104743
GFAP_in_HC,unet_2019,2,2,2,3,3,2375-1,0.8880710363360206
GFAP_in_HC,unet_2019,2,2,2,3,3,2377-2,0.87933185472692
GFAP_in_HC,unet_2019,2,2,2,3,3,2378-3,0.871260919438807
GFAP_in_HC,unet_2019,2,2,2,3,3,2375-0,0.8884150675195451
GFAP_in_HC,unet_2019,2,2,2,3,3,2378-2,0.8814285714285715
GFAP_in_HC,unet_2019,2,2,2,3,3,2376-2,0.881438289601555
GFAP_in_HC,nnunet,0,1,1,2,2,2376-3,0.9583624098627588
GFAP_in_HC,nnunet,0,1,1,2,2,2377-0,0.9560033011753323
GFAP_in_HC,nnunet,0,1,1,2,2,2375-1,0.9545036764705882
GFAP_in_HC,nnunet,0,1,1,2,2,2377-2,0.9555444891586697
GFAP_in_HC,nnunet,0,1,1,2,2,2378-3,0.9591038306735343
GFAP_in_HC,nnunet,0,1,1,2,2,2375-0,0.9617489689852362
GFAP_in_HC,nnunet,0,1,1,2,2,2378-2,0.9557055557774493
GFAP_in_HC,nnunet,0,1,1,2,2,2376-2,0.9526957817301425
GFAP_in_HC,nnunet,1,1,1,3,3,2376-3,0.9569225977262109
GFAP_in_HC,nnunet,1,1,1,3,3,2377-0,0.9550181895998288
GFAP_in_HC,nnunet,1,1,1,3,3,2375-1,0.9557581691347448
GFAP_in_HC,nnunet,1,1,1,3,3,2377-2,0.9583137291803895
GFAP_in_HC,nnunet,1,1,1,3,3,2378-3,0.9590236874443833
GFAP_in_HC,nnunet,1,1,1,3,3,2375-0,0.9611519193533515
GFAP_in_HC,nnunet,1,1,1,3,3,2378-2,0.9593221240821539
GFAP_in_HC,nnunet,1,1,1,3,3,2376-2,0.9574867627139515
GFAP_in_HC,nnunet,2,2,2,3,3,2376-3,0.9572497383752714
GFAP_in_HC,nnunet,2,2,2,3,3,2377-0,0.9528394885348953
GFAP_in_HC,nnunet,2,2,2,3,3,2375-1,0.9550896365422397
GFAP_in_HC,nnunet,2,2,2,3,3,2377-2,0.9582239133930007
GFAP_in_HC,nnunet,2,2,2,3,3,2378-3,0.9614010310006356
GFAP_in_HC,nnunet,2,2,2,3,3,2375-0,0.9627418531636173
GFAP_in_HC,nnunet,2,2,2,3,3,2378-2,0.9603694755529452
GFAP_in_HC,nnunet,2,2,2,3,3,2376-2,0.9518950437317784
GFAP_in_HC,deepflash2,0,1,1,2,2,2375-0,0.9636744560838033
GFAP_in_HC,deepflash2,0,1,1,2,2,2378-3,0.9533168584446676
GFAP_in_HC,deepflash2,0,1,1,2,2,2377-2,0.9624599577803693
GFAP_in_HC,deepflash2,0,1,1,2,2,2377-0,0.967986220836714
GFAP_in_HC,deepflash2,0,1,1,2,2,2378-2,0.9531824174591152
GFAP_in_HC,deepflash2,0,1,1,2,2,2376-3,0.9513307984790875
GFAP_in_HC,deepflash2,0,1,1,2,2,2376-2,0.9655240973437252
GFAP_in_HC,deepflash2,0,1,1,2,2,2375-1,0.9674306795986845
GFAP_in_HC,deepflash2,1,1,1,3,3,2375-0,0.9599373868805948
GFAP_in_HC,deepflash2,1,1,1,3,3,2378-3,0.9593008928402176
GFAP_in_HC,deepflash2,1,1,1,3,3,2377-2,0.9649006329394061
GFAP_in_HC,deepflash2,1,1,1,3,3,2377-0,0.9668475157053112
GFAP_in_HC,deepflash2,1,1,1,3,3,2378-2,0.9646686295205822
GFAP_in_HC,deepflash2,1,1,1,3,3,2376-3,0.9573325028224394
GFAP_in_HC,deepflash2,1,1,1,3,3,2376-2,0.9695323571091167
GFAP_in_HC,deepflash2,1,1,1,3,3,2375-1,0.9703545694274149
GFAP_in_HC,deepflash2,2,2,2,3,3,2375-0,0.9612609252622875
GFAP_in_HC,deepflash2,2,2,2,3,3,2378-3,0.9537602512650497
GFAP_in_HC,deepflash2,2,2,2,3,3,2377-2,0.9613289115243397
GFAP_in_HC,deepflash2,2,2,2,3,3,2377-0,0.9642660180720336
GFAP_in_HC,deepflash2,2,2,2,3,3,2378-2,0.9574162274892202
GFAP_in_HC,deepflash2,2,2,2,3,3,2376-3,0.9516161094104083
GFAP_in_HC,deepflash2,2,2,2,3,3,2376-2,0.9693232131562303
GFAP_in_HC,deepflash2,2,2,2,3,3,2375-1,0.9682895044608547
